"","G35441","G36194","G36491","G36811","G35531","G36771","G35878","G36505","G36449","G37005","G35874","G35403","G36434","G36204","G36530","G36279","G36473","G35892","G36287","G36463","G36760","G35350","G36452","G36910","G35512","G36233","G37030","G36193","G36468","G36202","G36288","G36460","G36186","G35470","G36492","G36495","G36518","G37024","G36516","G36200","G36457","G36528","G35876","G36198","G36242","G36450","G36944","G36203","G36511","G36408","G36138","G36508","G36037","G35523","G35997","G36987","G35513","G36286","G36456","G36213","G36466","G35453","G35923","G35414","G36432","G36769","G36317","G36420","G37047","G36438","G36834","G36476","G35533","G35469","G36764","G36459","G35924","G36219","G36523","G36490","G36205","G36485","G36455","G35352","G36540","G35409","G36824","G37040","G35442","G37026","G35424","G37039","G36139","G36527","G36521","G36433","G36215","G36173","G36761","G36235","G36144","G36816","G35351","G36773","G36141","G35395","G37042","G36514","G36536","G36192","G36028","G36189","G35397","G35404","G36035","G36982","G36538","G36489","G35445","G36763","G36498","G36272","G36201","G37050","G36280","G35522","G36453","G37022","G35477","G35902","G36210","G37045","G36854","G36029","G36435","G36034","G36454","G36753","G35938","G36145","G36257","G36161","G35416","G36439","G36534","G35455","G36464","G36290","G37037","G36431"
"4383924",0,0,0,1,0,1,20,1,0,0,0,0,0,0,3,1,6,0,0,2,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,4,1,3,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,1,5,2,0,4,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,7,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,9,0
"189150",0,0,0,0,0,27,0,1,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,1,0,0,2,0,0,7,0,0,2,6,0,0,0,0,0,30,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,3,8,0,0,23,0,0,0,2,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,7,7,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0
"178015",0,0,0,0,0,18,0,10,0,0,0,0,0,0,0,0,0,43,5,1,0,0,0,0,1,4,0,1,9,0,1,0,0,3,1,5,0,0,0,0,0,37,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,10,0,0,20,2,0,0,13,0,0,0,0,0,0,0,6,136,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,1,0,11,0,0,0,0,0,8,0,0,0,3,0,7,0,0,14,1,0,0,0,0,0,8,0,0,0,12,11,43,0,0,10,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0
"2250985",0,2,0,0,0,0,0,1,0,1,0,0,0,4,115,98,0,1,24,220,0,0,0,0,8,2,18,3,145,35,8,0,0,11,0,0,0,1,0,17,361,195,0,0,8,0,0,13,0,0,6,0,0,1,8,0,9,12,48,0,0,35,0,0,0,0,56,0,1,0,0,8,0,68,5,0,0,0,0,0,29,0,0,0,0,0,0,274,0,0,0,1,0,13,1,0,0,0,0,25,0,0,26,6,0,152,0,0,247,3,0,0,1,0,0,2,0,0,0,0,3,2,7,0,21,0,0,0,123,0,0,36,3,0,0,0,0,0,40,0,1,0,1,0,6,58,1,87,0,0
"4375000",0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,3,3,0,0,5,4,0,1,0,0,0,0,0,0,1,3,6,0,1,5,0,0,13,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,3,0,1,0,1,0,0,0,5,1,0,0,6,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,7,2,0,0,1,1,0,7,0,14,0,4,6,1,0,0,3,3,0,0,0,0,1,3
"193968",0,0,3,0,0,31,0,6,0,0,0,1,0,21,0,53,0,24,56,85,0,0,0,0,0,171,0,0,26,10,230,0,0,4,0,13,1,0,0,180,99,2,0,0,182,0,0,47,0,0,0,0,1,0,3,0,0,4,13,0,0,30,433,0,0,75,4,0,4,0,3,6,0,197,13,0,1,0,0,7,19,3,0,0,0,5,0,0,0,0,0,11,0,4,0,0,0,0,0,44,0,0,4,2,0,70,0,0,13,2,0,0,1,0,0,12,0,1,0,0,8,500,3,0,67,0,0,0,3,0,0,0,0,1,0,0,0,0,7,0,270,0,0,0,19,18,10,0,6,0
"193763",0,0,4,0,0,19,0,8,0,0,0,1,0,0,0,1,0,0,3,12,0,0,0,0,0,2,0,0,10,0,1,0,0,0,7,73,0,0,0,1,12,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,7,0,0,2,0,0,0,0,55,51,0,0,0,0,7,10,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,13,0,17,21,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,5,0,0,8,0
"4447950",0,1,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,27,0,11,0,0,1,3,44,3862,1,0,0,62,0,1,16,0,0,0,0,0,0,0,0,0,0,168,0,0,2,0,0,0,0,0,1,6,0,1,46,0,2,0,0,1,0,0,0,16,0,1,0,3,0,0,3,7,0,0,2,0,0,2,0,0,0,0,0,1,3665,4,0,1,1849,0,0,0,0,0,0,22,152,1,0,2,14,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,10,0,78,1,3,35,0,0,0,5,0,0,1,3963,5,0,0,0,2,127,0,2,0,2,0,0,35,0,0,2,0
"199190",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,14,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,5,0,5,0,0,0,17,0,0,1,0,0,3,4,0,0
"4340358",0,0,0,0,0,220,42,0,0,0,0,3,17,0,61,0,0,4,2,1,2,0,0,1,26,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,28,0,1,0,0,0,0,0,12,0,0,1,1,5,3,3,0,0,0,0,0,2,7,261,5,9,0,2,0,0,0,56,334,0,0,14,0,0,1,0,0,0,0,3,61,1,136,0,1,2,2,13,0,5,0,0,1,5,0,0,28,643,0,0,0,0,57,0,0,0,0,0,0,46,0,0,0,124,0,4,2,0,41,0,0,0,26,0,9,0,10,0,25,0,3,1,0,0,52,1,6,1,0,18,1,12,1,4
"192735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,19,9,38,0,0,0,0,21,0,5,0,14,12,0,0,0,0,0,0,0,0,0,14,43,70,0,0,0,0,0,4,0,0,11,0,0,0,0,0,2,14,3,0,0,92,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
"186955",0,1,0,0,0,12,1,0,0,0,0,2,0,0,0,9,0,2,1,0,0,0,0,0,1,0,6,1,2,3,3,0,0,4,1,0,0,0,1,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,10,0,0,0,10,2,0,8,0,0,0,0,13,19,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,1,2,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,10,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,15,0
"1654474",1,0,1,5,0,1,182,12,0,1,0,0,0,0,9,0,37,0,0,0,26,2,2,0,0,0,0,7,0,1,0,1,0,1,0,54,44,0,24,0,1,33,31,0,0,1,0,0,0,0,1,4,3,0,0,4,0,0,2,0,5,9,4,8,0,2,3,0,4,0,6,9,0,1,1,0,0,0,0,17,0,0,1,2,1,5,5,4,3,0,110,1,0,17,0,0,0,0,31,0,0,10,2,1,26,0,0,0,20,16,1,0,0,0,0,9,4,0,5,1,0,0,0,0,3,26,0,0,2,0,0,2,0,17,0,0,0,15,4,2,0,0,21,0,6,0,9,11,21,6
"681370",22,23,16,37,3,7,10,2,8,12,75,9,5,5,32,1,28,13,1,14,33,16,47,21,6,5,5,128,19,1,7,4,77,110,7,26,45,2,4,67,7,212,63,39,5,42,1,44,0,109,4,0,128,34,1,28,3,1,20,0,4,30,90,102,13,22,19,18,10,4,32,65,2,75,35,14,9,18,158,13,7,1,2,65,43,0,75,2,113,7,39,1,2,22,6,10,0,46,23,18,13,97,111,4,17,33,1,0,207,76,19,250,1,144,314,0,38,6,22,6,6,4,3,5,2,2,8,24,46,37,33,13,59,19,57,15,23,0,0,12,6,2,116,11,203,35,26,25,14,56
"349257",1,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,2,0,3,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,0,2,0,3,0
"185192",0,9,0,0,0,30,2,2,0,0,0,0,0,3,0,3,0,124,2,0,0,0,0,0,22,4,0,34,1,4,10,0,0,31,1,0,0,20,0,0,0,0,3,0,4,0,0,4,0,0,3,0,0,0,6,0,0,0,1,0,0,56,4,1,0,13,0,0,0,0,0,0,0,36,223,0,7,0,0,0,16,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,14,10,0,1,9,1,27,0,0,0,14,0,0,24,0,1,0,0,1,0,53,10,33,0,0,1,1,0,0,1,0,0,0,3,1,0,0,0,1,6,0,7,0,0,0,0,38,0,0,0,0
"4326080",0,0,8,0,0,7,0,3,0,0,0,1,0,1,0,1,0,2,4,11,0,0,0,0,0,2,1,0,7,2,3,0,0,0,0,18,0,0,0,0,5,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,7,0,0,2,0,0,0,0,35,41,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,4,0,17,0,0,0,0,0,0,2,0,0,0,0,4,0,3,25,13,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,15,8,0,0,10,0
"199279",0,6,0,0,0,39,1,1,0,0,0,18,0,7,0,6,0,1,2,0,0,0,0,0,11,1,6,3,5,6,1,0,0,6,7,0,0,0,0,10,0,0,0,0,0,0,5,1,0,0,3,0,0,0,24,0,2,7,2,0,0,60,0,0,0,1,8,0,0,0,0,0,0,56,5,0,0,0,0,0,11,2,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,3,30,1,62,0,0,0,0,0,0,5,0,0,0,0,0,0,18,0,0,4,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,30,0,0,0,0
"183849",0,0,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,35,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,1,0,0,2,0,0,0,9,26,0,0,2,3,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1085832",0,0,0,4,0,0,0,0,2,0,0,9,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,3,2,3,0,5,0,1,2,1,1,1,0,1,3,3,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,16,1,0,0,1,8,0,0,3,0,0,0,0,2,6,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,6,0,0,1,6,0,3,0,1,0,0,3,3,0,3,0,2,0,0,0,1,5,0,0,3,0
"195929",0,4,0,2,0,0,0,1,0,0,0,3,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,5,1,1,8,4,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,3,1,0,3,3,1,0,0,3,0,0,0,0,0,3,4,0,0,0,0,7,0,2,7,0,0,0,0,1,0,0,0,0,0,2,0,1,4,0,4,2,0,0,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,0
"178151",1,0,0,0,0,9,0,1,0,0,0,0,0,0,2,1,0,0,0,13,0,0,0,0,0,3,1,0,7,0,2,17,0,0,0,0,0,0,0,1,3,38,0,0,0,0,0,3,0,0,1,0,3,0,0,0,2,3,11,0,10,4,2,0,0,9,0,0,1,1,2,0,0,2,19,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,31,1,0,19,0,0,53,0,0,0,1,0,0,7,0,4,0,2,16,3,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,12,0,0,3,0,0
"4373152",0,0,0,0,0,1,65,10,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,4,0,27,0,0,5,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,9,0,0,0,0,7,0,2,0,1,0,0,5,1,0,1,0,0,4,2,0,0,0,0,0,0,1,1,0,13,0,0,1,0,0,0,0,1,0,0,9,0,23,10,1,0,0,5,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,3,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,5,7,8,0
"198956",7,0,5,0,0,62,0,3,0,0,0,1,0,7,12,5,0,40,6,12,0,0,0,0,11,7,6,1,2,9,14,0,0,21,9,20,0,0,0,5,19,8,0,0,6,0,3,1,0,0,6,0,1,0,29,0,0,21,7,0,0,13,0,0,0,53,16,0,20,0,1,6,0,49,107,0,0,0,0,8,1,1,0,0,0,0,0,2,1,0,0,4,0,2,0,0,0,0,1,27,0,9,6,32,0,13,0,0,15,0,0,0,6,0,0,8,0,4,0,24,8,25,0,0,13,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,9,0,0,0,10,16,14,0,21,0
"190980",0,0,0,2,1,14,0,3,0,0,0,1,0,0,1,1,2,3,4,0,0,0,0,0,1,1,1,9,0,1,0,9,0,0,0,0,80,0,0,5,3,3,9,0,3,0,0,6,0,0,6,0,1,0,0,0,5,1,0,0,1,5,13,0,0,13,1,0,1,6,2,3,2,2,19,1,0,0,0,0,1,0,15,1,0,12,0,4,0,0,0,0,1,0,0,0,0,0,0,8,0,0,34,4,0,3,0,0,32,7,0,0,0,0,0,1,0,2,0,0,4,0,0,0,1,0,5,2,29,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,3,9,0,1,3,0
"182517",5,0,1,4,0,0,9,1,0,11,0,3,0,0,2,0,4,0,0,1,39,8,1,0,0,0,0,14,0,0,0,1,0,0,0,1,20,0,1,0,3,16,9,0,0,2,0,0,0,0,0,5,3,0,0,16,0,0,1,0,3,0,1,25,0,0,1,0,1,0,11,1,0,1,0,0,0,0,0,2,0,5,3,9,7,3,7,0,2,0,23,0,0,4,0,0,0,0,23,0,3,2,2,0,1,0,0,0,11,3,0,0,0,0,0,1,1,2,19,0,0,0,0,0,0,3,0,1,1,0,0,0,0,14,0,0,0,13,3,0,0,0,27,0,8,0,3,1,4,15
"363029",2,2,0,5,3,20,0,3,0,0,2,6,0,2,3,1,5,8,0,9,0,0,0,1,11,2,3,4,2,0,9,9,0,14,3,0,59,0,5,7,17,29,23,2,10,0,3,3,0,4,30,0,12,0,2,0,1,2,9,0,11,20,6,0,0,43,6,0,2,7,35,0,1,32,34,0,3,0,0,0,5,0,19,11,0,45,0,5,0,0,0,1,0,7,12,0,0,0,0,7,0,11,39,16,1,24,0,0,44,2,0,0,2,0,0,29,0,2,0,14,13,1,0,0,26,0,0,3,47,0,0,1,2,0,0,0,1,1,24,2,5,0,0,0,22,44,2,7,5,0
"4452633",1036,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,16,0,1,0,0,0,0,0,109,5,0,0,0,0,0,56,0,0,5,0,17,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,0,0,0,3,0,5,0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,17,0,0,0,0,0,0,220,14,1,0,0,0,0,0,0,8,49,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,5
"196518",0,0,0,2,0,21,0,6,0,0,0,4,0,0,3,0,1,0,0,35,0,0,0,0,2,5,3,0,14,0,5,26,0,4,0,0,0,0,0,2,2,106,0,0,4,0,0,2,0,0,5,0,6,0,0,0,1,5,4,0,15,13,17,0,0,22,2,0,0,3,1,0,0,6,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,12,0,0,25,6,0,33,0,0,115,1,0,0,0,0,0,19,4,1,0,10,14,0,0,0,15,0,0,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,38,1,0,1,0,0
"4422456",0,0,20,0,0,0,2,0,92,0,0,0,0,0,0,1,2,0,0,2,0,3003,4,45,0,1,0,29,6,0,0,0,705,0,0,0,9787,0,2,21,0,3,1,233,0,2,0,1,0,2,1,0,0,7,0,0,0,0,2,0,2,1,0,0,5,0,0,0,0,3,1,0,0,4,1,20,0,0,4,1,0,0,1,1137,778,0,0,0,4,4,87,0,0,0,0,2,1,507,1,0,11,0,0,1,0,25,2,0,8,658,3,2809,15,2,0,1,96,0,0,0,0,0,0,0,0,3,1,1,4,0,0,0,0,3,0,84,0,5,0,170,0,0,3,2,1,2,0,0,0,0
"192461",0,3,0,0,0,11,0,1,0,0,0,3,0,3,0,2,0,5,1,5,0,0,0,0,0,4,3,0,1,2,2,0,0,1,0,8,0,1,6,8,12,0,0,0,4,0,1,17,0,0,0,0,0,0,5,0,0,3,5,0,0,2,0,0,0,37,0,0,4,3,0,0,0,41,32,0,0,0,0,3,9,0,0,0,0,10,0,0,2,0,0,1,0,0,0,0,0,0,1,14,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,27,5,15,0,0,25,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,8,0
"4094259",0,0,0,0,0,25,0,0,0,0,0,0,0,1,7,16,0,0,4,86,0,0,0,0,5,0,5,0,24,6,2,0,0,4,0,0,0,0,0,3,64,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,5,0,0,0,10,8,0,0,11,0,1,0,22,4,0,0,0,0,0,8,0,0,0,0,0,0,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,2,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,2,0,20,0,0
"3713805",0,11,0,0,0,8,385,26,0,0,0,8,0,6,6,0,19,0,1,4,1,0,0,0,0,0,0,0,2,1,3,0,0,7,1,25,26,0,101,3,0,30,9,0,16,0,4,6,0,0,0,0,0,0,0,0,0,19,7,0,0,39,0,0,0,1,14,0,18,0,0,0,0,12,1,0,3,0,0,28,19,0,0,0,0,0,0,4,0,0,30,1,0,1,0,0,0,0,0,2,1,11,0,30,52,1,0,0,15,16,0,0,0,0,0,5,0,0,0,0,0,3,6,0,11,4,0,0,6,0,0,0,19,0,0,0,0,0,0,1,9,0,0,0,0,7,7,34,55,0
"2689396",1,0,1,2,1,0,4,0,6,2,0,1,4,0,0,0,0,0,0,0,0,13,6,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,10,0,4,0,0,3,3,0,4,33,7,0,1,0,0,0,2,0,0,5,5,2,0,2,6,0,0,19,1,3,0,0,0,1,18,0,1,0,0,0,4,1,0,1,0,2,0,8,0,0,0,0,1,12,0,10,0,0,0,0,0,0,2,5,4,0,1,13,4,0,0,0,0,1,0,1,0,0,0,0,5,0,1,1,0,2,0,2,1,0,47,2,62,0,4,22,0,0,1,6,4,0,0,0,1,0,7
"191442",1,0,0,0,0,60,0,0,0,0,0,0,0,0,10,17,0,18,9,11,0,0,0,0,3,5,3,0,1,5,4,0,0,7,17,34,0,0,0,0,12,3,0,0,4,0,0,1,0,0,1,0,0,0,4,0,0,3,3,0,0,38,0,0,0,12,7,0,10,0,0,1,0,55,62,0,0,0,0,14,3,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,13,0,34,0,0,0,0,0,0,4,0,0,3,0,1,0,12,1,14,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,9,9,0,18,0
"3203801",0,0,0,0,0,31,0,156,0,0,0,2,0,18,0,0,0,0,3,108,0,0,0,0,36,0,7,0,77,123,10,159,0,112,0,453,0,310,0,15,113,0,0,0,3,0,0,13,0,0,24,0,0,0,1,0,3,1,28,0,178,414,0,0,0,25,150,0,692,165,0,87,0,28,3,7,0,0,0,318,0,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,122,0,88,53,2,32,0,76,0,0,0,0,0,0,645,1,0,0,0,0,1,119,0,34,0,0,0,0,269,44,0,1989,0
"2656868",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,1,2,0,10,0,1,2,0,0,2,0,0,0,0,1,4,0,0,12,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,13,0,6,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,4,5,0,0,0,0,2,0,0,2,0
"177515",0,823,0,0,0,1826,1,287,0,1,0,42,0,9,0,52,1,4278,625,2,2,0,0,2,1137,409,11,2712,622,421,1216,0,0,4737,318,1,0,3765,0,4,0,1,23,0,137,0,9,699,0,0,383,0,1,0,276,0,6,16,348,1,0,4125,202,1,0,821,90,0,37,1,1,0,0,2580,18432,0,389,8,0,0,9,1,0,0,1,0,1,22,5,0,1,0,0,0,0,0,0,0,1,1369,1062,11,30,126,261,2047,0,0,1,1500,0,0,3784,0,1,0,0,81,0,3522,1364,2714,1,0,11,1,0,1,77,0,1,0,251,6,0,1,0,5,444,0,512,0,0,0,0,3047,0,2,24,0
"4337755",1,2,0,0,0,0,2,0,0,0,1,7,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,8,0,8,0,0,9,4,0,2,0,1,0,0,0,1,0,4,0,2,0,0,0,0,0,0,5,2,0,0,0,3,1,2,0,2,0,0,2,1,0,6,0,1,0,2,0,0,0,0,20,0,0,1,0,1,0,0,2,0,0,0,0,2,2,0,1,2,0,6,5,0,0,6,0,0,1,3,0,3,1,0,0,0,3,0,0,0,0,0,0,1,0,4,2,2,0,0,0,0,0,0,1,4,1,4,0,1,0,0,1,0,1,1,1
"566243",0,0,2,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,7,0,0,3,8,0,0,7,3,0,2,0,0,0,1,0,0,0,7,0,0,1,10,0,0,10,0,4,0,0,0,1,8,0,2,0,0,0,6,0,0,2,0,0,1,1,1,0,0,0,3,10,0,7,0,0,0,1,1,0,0,3,1,0,0,3,7,0,0,0,0,0,0,2,0,0,0,0,5,0,2,4,2,0,0,3,0,0,5,2,9,1,1,5,0,0,0,5,9,0,0,0,0,2,2
"179905",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,1,0,11,0,3,0,0,0,2,0,0,4,0,3,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,5,0,0
"287514",0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,1,8,0,24,0,0,5,0,0,5,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,7,0,3,2,11,0,0,0,0,0,0,0,0,14,49,1,1,0,0,0,5,0,0,0,0,0,0,0,0,2,3,10,0,0,1,1,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,31,0,0,3,7,0
"183340",7,2,0,3,0,5,0,4,0,0,0,8,0,0,2,0,10,0,1,9,0,0,0,2,9,4,2,10,0,1,2,5,0,5,1,0,82,1,7,1,16,20,18,0,6,0,5,1,0,0,9,0,11,0,4,0,1,1,1,0,5,7,1,0,0,8,1,0,6,4,32,1,1,10,14,0,5,0,0,0,6,0,12,7,0,38,0,2,1,1,0,0,0,0,9,0,0,0,0,1,0,18,22,9,0,10,0,0,41,2,0,0,3,0,0,6,0,3,0,6,11,0,0,0,2,0,3,2,21,0,0,7,0,0,0,0,0,0,2,2,3,0,0,0,18,4,7,4,4,0
